SampleSizeSetting,Design ,Factor type,Factor number,Coefficient,Coefficient Level,Runs,D Efficiency,G Efficiency,A Efficiency,Power
Recommended,A Optimal,Continuous,5,beta_i_beta_j,0.75,27,43.09,56.38,31.08,0.565
Recommended,A Optimal,Continuous,5,beta_i^2,0.75,27,43.09,56.38,31.08,0.282
Recommended,Alias Optimal,Continuous,5,beta_0,0.25,27,45.31,59.91,29.73,0.071
Recommended,Alias Optimal,Continuous,5,beta_i,0.25,27,45.31,59.91,29.73,0.147
Recommended,Alias Optimal,Continuous,5,beta_i_beta_j,0.25,27,45.31,59.91,29.73,0.125
Recommended,Alias Optimal,Continuous,5,beta_i^2,0.25,27,45.31,59.91,29.73,0.07
Recommended,Alias Optimal,Continuous,5,beta_0,0.75,27,45.31,59.91,29.73,0.248
Recommended,Alias Optimal,Continuous,5,beta_i,0.75,27,45.31,59.91,29.73,0.758
Recommended,Alias Optimal,Continuous,5,beta_i_beta_j,0.75,27,45.31,59.91,29.73,0.652
Recommended,Alias Optimal,Continuous,5,beta_i^2,0.75,27,45.31,59.91,29.73,0.233
Recommended,CCD-R,Continuous,5,beta_0,0.25,28,71.81,85.21,49.83,0.063
Recommended,CCD-R,Continuous,5,beta_i,0.25,28,71.81,85.21,49.83,0.189
Recommended,CCD-R,Continuous,5,beta_i_beta_j,0.25,28,71.81,85.21,49.83,0.14
Recommended,CCD-R,Continuous,5,beta_i^2,0.25,28,71.81,85.21,49.83,0.171
Recommended,CCD-R,Continuous,5,beta_0,0.75,28,71.81,85.21,49.83,1.66
Recommended,CCD-R,Continuous,5,beta_i,0.75,28,71.81,85.21,49.83,0.881
Recommended,CCD-R,Continuous,5,beta_i_beta_j,0.75,28,71.81,85.21,49.83,0.731
Recommended,CCD-R,Continuous,5,beta_i^2,0.75,28,71.81,85.21,49.83,0.842
Recommended,CCD-O,Continuous,5,beta_0,0.25,28,60.07,81.58,50.47,0.072
Recommended,CCD-O,Continuous,5,beta_i,0.25,28,60.07,81.58,50.47,0.17
Recommended,CCD-O,Continuous,5,beta_i_beta_j,0.25,28,60.07,81.58,50.47,0.14
Recommended,CCD-O,Continuous,5,beta_i^2,0.25,28,60.07,81.58,50.47,0.125
Recommended,CCD-O,Continuous,5,beta_0,0.75,28,60.07,81.58,50.47,0.255
Recommended,CCD-O,Continuous,5,beta_i,0.75,28,60.07,81.58,50.47,0.84
Recommended,CCD-O,Continuous,5,beta_i_beta_j,0.75,28,60.07,81.58,50.47,0.731
Recommended,CCD-O,Continuous,5,beta_i^2,0.75,28,60.07,81.58,50.47,0.654
Recommended,BBD,Continuous,5,beta_0,0.25,46,16.78,13.65,12.85,0.091
Recommended,BBD,Continuous,5,beta_i,0.25,46,16.78,13.65,12.85,0.161
Recommended,BBD,Continuous,5,beta_i_beta_j,0.25,46,16.78,13.65,12.85,0.077
Recommended,BBD,Continuous,5,beta_i^2,0.25,46,16.78,13.65,12.85,0.11
Recommended,BBD,Continuous,5,beta_0,0.75,46,16.78,13.65,12.85,0.423
Recommended,BBD,Continuous,5,beta_i,0.75,46,16.78,13.65,12.85,0.822
Recommended,BBD,Continuous,5,beta_i_beta_j,0.75,46,16.78,13.65,12.85,0.303
Recommended,BBD,Continuous,5,beta_i^2,0.75,46,16.78,13.65,12.85,0.568
Equal,D Optimal,Continuous,5,beta_0,0.25,84,50.47,82.71,25.46,0.078
Equal,D Optimal,Continuous,5,beta_i,0.25,84,50.47,82.71,25.46,0.535
Equal,D Optimal,Continuous,5,beta_i_beta_j,0.25,84,50.47,82.71,25.46,0.481
Equal,D Optimal,Continuous,5,beta_i^2,0.25,84,50.47,82.71,25.46,0.132
Equal,D Optimal,Continuous,5,beta_0,0.75,84,50.47,82.71,25.46,0.312
Equal,D Optimal,Continuous,5,beta_i,0.75,84,50.47,82.71,25.46,1
Equal,D Optimal,Continuous,5,beta_i_beta_j,0.75,84,50.47,82.71,25.46,1
Equal,D Optimal,Continuous,5,beta_i^2,0.75,84,50.47,82.71,25.46,0.7
Equal,I Optimal,Continuous,5,beta_0,0.25,84,43.3,61.41,34.74,0.165
Equal,I Optimal,Continuous,5,beta_i,0.25,84,43.3,61.41,34.74,0.438
Equal,I Optimal,Continuous,5,beta_i_beta_j,0.25,84,43.3,61.41,34.74,0.342
Equal,I Optimal,Continuous,5,beta_i^2,0.25,84,43.3,61.41,34.74,0.166
Equal,I Optimal,Continuous,5,beta_0,0.75,84,43.3,61.41,34.74,0.836
Equal,I Optimal,Continuous,5,beta_i,0.75,84,43.3,61.41,34.74,1
Equal,I Optimal,Continuous,5,beta_i_beta_j,0.75,84,43.3,61.41,34.74,0.996
Equal,I Optimal,Continuous,5,beta_i^2,0.75,84,43.3,61.41,34.74,0.839
Equal,A Optimal,Continuous,5,beta_0,0.25,84,44.03,61.66,35.05,0.141
Equal,A Optimal,Continuous,5,beta_i,0.25,84,44.03,61.66,35.05,0.45
Equal,A Optimal,Continuous,5,beta_i_beta_j,0.25,84,44.03,61.66,35.05,0.343
Equal,A Optimal,Continuous,5,beta_i^2,0.25,84,44.03,61.66,35.05,0.173
Equal,A Optimal,Continuous,5,beta_0,0.75,84,44.03,61.66,35.05,0.748
Equal,A Optimal,Continuous,5,beta_i,0.75,84,44.03,61.66,35.05,1
Equal,A Optimal,Continuous,5,beta_i_beta_j,0.75,84,44.03,61.66,35.05,0.997
Equal,A Optimal,Continuous,5,beta_i^2,0.75,84,44.03,61.66,35.05,0.86
Equal,Alias Optimal,Continuous,5,beta_0,0.25,84,50.39,85.78,25.9,0.079
Equal,Alias Optimal,Continuous,5,beta_i,0.25,84,50.39,85.78,25.9,0.541
Equal,Alias Optimal,Continuous,5,beta_i_beta_j,0.25,84,50.39,85.78,25.9,0.483
Equal,Alias Optimal,Continuous,5,beta_i^2,0.25,84,50.39,85.78,25.9,0.126
Equal,Alias Optimal,Continuous,5,beta_0,0.75,84,50.39,85.78,25.9,0.319
Equal,Alias Optimal,Continuous,5,beta_i,0.75,84,50.39,85.78,25.9,1
Equal,Alias Optimal,Continuous,5,beta_i_beta_j,0.75,84,50.39,85.78,25.9,1
Equal,Alias Optimal,Continuous,5,beta_i^2,0.75,84,50.39,85.78,25.9,0.673
Equal,CCD-R,Continuous,5,beta_0,0.25,84,71.81,85.21,49.83,0.099
Equal,CCD-R,Continuous,5,beta_i,0.25,84,71.81,85.21,49.83,0.551
Equal,CCD-R,Continuous,5,beta_i_beta_j,0.25,84,71.81,85.21,49.83,0.4
Equal,CCD-R,Continuous,5,beta_i^2,0.25,84,71.81,85.21,49.83,0.504
Equal,CCD-R,Continuous,5,beta_0,0.75,84,71.81,85.21,49.83,0.49
Equal,CCD-R,Continuous,5,beta_i,0.75,84,71.81,85.21,49.83,1
Equal,CCD-R,Continuous,5,beta_i_beta_j,0.75,84,71.81,85.21,49.83,0.999
Equal,CCD-R,Continuous,5,beta_i^2,0.75,84,71.81,85.21,49.83,1
Equal,CCD-O,Continuous,5,beta_0,0.25,84,60.07,81.58,50.47,0.137
Equal,CCD-O,Continuous,5,beta_i,0.25,84,60.07,81.58,50.47,0.501
Equal,CCD-O,Continuous,5,beta_i_beta_j,0.25,84,60.07,81.58,50.47,0.4
Equal,CCD-O,Continuous,5,beta_i^2,0.25,84,60.07,81.58,50.47,0.344
Equal,CCD-O,Continuous,5,beta_0,0.75,84,60.07,81.58,50.47,0.725
Equal,CCD-O,Continuous,5,beta_i,0.75,84,60.07,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_i_beta_j,0.75,84,60.07,81.58,50.47,0.999
Equal,CCD-O,Continuous,5,beta_i^2,0.75,84,60.07,81.58,50.47,0.997
Equal,BBD,Continuous,5,beta_0,0.25,84,17.44,12.21,11.62,0.078
Equal,BBD,Continuous,5,beta_i,0.25,84,17.44,12.21,11.62,0.286
Equal,BBD,Continuous,5,beta_i_beta_j,0.25,84,17.44,12.21,11.62,0.107
Equal,BBD,Continuous,5,beta_i^2,0.25,84,17.44,12.21,11.62,0.123
Equal,BBD,Continuous,5,beta_0,0.75,84,17.44,12.21,11.62,0.315
Equal,BBD,Continuous,5,beta_i,0.75,84,17.44,12.21,11.62,0.987
Equal,BBD,Continuous,5,beta_i_beta_j,0.75,84,17.44,12.21,11.62,0.551
Equal,BBD,Continuous,5,beta_i^2,0.75,84,17.44,12.21,11.62,0.651
