SampleSizeSetting,Design ,Factor type,Factor number,Coefficient,Coefficient Level,Runs,D Efficiency,G Efficiency,A Efficiency,Power
Equal,Alias Optimal,Continuous,3,beta_i,0.5,32,47.11,91,26.35,0.681
Equal,Alias Optimal,Continuous,3,beta_i_beta_j,0.5,32,47.11,91,26.35,0.566
Equal,Alias Optimal,Continuous,3,beta_i^2,0.5,32,47.11,91,26.35,0.179
Equal,Alias Optimal,Continuous,3,beta_0,1,32,47.11,91,26.35,0.39
Equal,Alias Optimal,Continuous,3,beta_i,1,32,47.11,91,26.35,0.998
Equal,Alias Optimal,Continuous,3,beta_i_beta_j,1,32,47.11,91,26.35,0.989
Equal,Alias Optimal,Continuous,3,beta_i^2,1,32,47.11,91,26.35,0.544
Equal,Alias Optimal,Continuous,3,beta_0,1.5,32,47.11,91,26.35,0.712
Equal,Alias Optimal,Continuous,3,beta_i,1.5,32,47.11,91,26.35,1
Equal,Alias Optimal,Continuous,3,beta_i_beta_j,1.5,32,47.11,91,26.35,1
Equal,Alias Optimal,Continuous,3,beta_i^2,1.5,32,47.11,91,26.35,0.873
Equal,Alias Optimal,Continuous,3,beta_0,2,32,47.11,91,26.35,0.919
Equal,Alias Optimal,Continuous,3,beta_i,2,32,47.11,91,26.35,1
Equal,Alias Optimal,Continuous,3,beta_i_beta_j,2,32,47.11,91,26.35,1
Equal,Alias Optimal,Continuous,3,beta_i^2,2,32,47.11,91,26.35,0.985
Equal,Alias Optimal,Continuous,4,beta_0,0,56,48.59,87.25,26.88,0.05
Equal,Alias Optimal,Continuous,4,beta_i,0,56,48.59,87.25,26.88,0.05
Equal,Alias Optimal,Continuous,4,beta_i_beta_j,0,56,48.59,87.25,26.88,0.05
Equal,Alias Optimal,Continuous,4,beta_i^2,0,56,48.59,87.25,26.88,0.05
Equal,Alias Optimal,Continuous,4,beta_0,0.5,56,48.59,87.25,26.88,0.166
Equal,Alias Optimal,Continuous,4,beta_i,0.5,56,48.59,87.25,26.88,0.909
Equal,Alias Optimal,Continuous,4,beta_i_beta_j,0.5,56,48.59,87.25,26.88,0.86
Equal,Alias Optimal,Continuous,4,beta_i^2,0.5,56,48.59,87.25,26.88,0.275
Equal,Alias Optimal,Continuous,4,beta_0,1,56,48.59,87.25,26.88,0.503
Equal,Alias Optimal,Continuous,4,beta_i,1,56,48.59,87.25,26.88,1
Equal,Alias Optimal,Continuous,4,beta_i_beta_j,1,56,48.59,87.25,26.88,1
Equal,Alias Optimal,Continuous,4,beta_i^2,1,56,48.59,87.25,26.88,0.777
Equal,Alias Optimal,Continuous,4,beta_0,1.5,56,48.59,87.25,26.88,0.839
Equal,Alias Optimal,Continuous,4,beta_i,1.5,56,48.59,87.25,26.88,1
Equal,Alias Optimal,Continuous,4,beta_i_beta_j,1.5,56,48.59,87.25,26.88,1
Equal,Alias Optimal,Continuous,4,beta_i^2,1.5,56,48.59,87.25,26.88,0.983
Equal,Alias Optimal,Continuous,4,beta_0,2,56,48.59,87.25,26.88,0.979
Equal,Alias Optimal,Continuous,4,beta_i,2,56,48.59,87.25,26.88,1
Equal,Alias Optimal,Continuous,4,beta_i_beta_j,2,56,48.59,87.25,26.88,1
Equal,Alias Optimal,Continuous,4,beta_i^2,2,56,48.59,87.25,26.88,1
Equal,Alias Optimal,Continuous,5,beta_0,0,84,50.39,88.23,25.17,0.05
Equal,Alias Optimal,Continuous,5,beta_i,0,84,50.39,88.23,25.17,0.05
Equal,Alias Optimal,Continuous,5,beta_i_beta_j,0,84,50.39,88.23,25.17,0.05
Equal,Alias Optimal,Continuous,5,beta_i^2,0,84,50.39,88.23,25.17,0.05
Equal,Alias Optimal,Continuous,5,beta_0,0.5,84,50.39,88.23,25.17,0.165
Equal,Alias Optimal,Continuous,5,beta_i,0.5,84,50.39,88.23,25.17,0.986
Equal,Alias Optimal,Continuous,5,beta_i_beta_j,0.5,84,50.39,88.23,25.17,0.973
Equal,Alias Optimal,Continuous,5,beta_i^2,0.5,84,50.39,88.23,25.17,0.336
Equal,Alias Optimal,Continuous,5,beta_0,1,84,50.39,88.23,25.17,0.5
Equal,Alias Optimal,Continuous,5,beta_i,1,84,50.39,88.23,25.17,1
Equal,Alias Optimal,Continuous,5,beta_i_beta_j,1,84,50.39,88.23,25.17,1
Equal,Alias Optimal,Continuous,5,beta_i^2,1,84,50.39,88.23,25.17,0.866
Equal,Alias Optimal,Continuous,5,beta_0,1.5,84,50.39,88.23,25.17,0.837
Equal,Alias Optimal,Continuous,5,beta_i,1.5,84,50.39,88.23,25.17,1
Equal,Alias Optimal,Continuous,5,beta_i_beta_j,1.5,84,50.39,88.23,25.17,1
Equal,Alias Optimal,Continuous,5,beta_i^2,1.5,84,50.39,88.23,25.17,0.996
Equal,Alias Optimal,Continuous,5,beta_0,2,84,50.39,88.23,25.17,0.975
Equal,Alias Optimal,Continuous,5,beta_i,2,84,50.39,88.23,25.17,1
Equal,Alias Optimal,Continuous,5,beta_i_beta_j,2,84,50.39,88.23,25.17,1
Equal,Alias Optimal,Continuous,5,beta_i^2,2,84,50.39,88.23,25.17,1
Equal,CCD-O,Continuous,2,beta_0,0,20,47.63,78.3,35.24,0.05
Equal,CCD-O,Continuous,2,beta_i,0,20,47.63,78.3,35.24,0.05
Equal,CCD-O,Continuous,2,beta_i_beta_j,0,20,47.63,78.3,35.24,0.05
Equal,CCD-O,Continuous,2,beta_i^2,0,20,47.63,78.3,35.24,0.05
Equal,CCD-O,Continuous,2,beta_0,0.5,20,47.63,78.3,35.24,0.182
Equal,CCD-O,Continuous,2,beta_i,0.5,20,47.63,78.3,35.24,0.381
Equal,CCD-O,Continuous,2,beta_i_beta_j,0.5,20,47.63,78.3,35.24,0.261
Equal,CCD-O,Continuous,2,beta_i^2,0.5,20,47.63,78.3,35.24,0.192
Equal,CCD-O,Continuous,2,beta_0,1,20,47.63,78.3,35.24,0.552
Equal,CCD-O,Continuous,2,beta_i,1,20,47.63,78.3,35.24,0.911
Equal,CCD-O,Continuous,2,beta_i_beta_j,1,20,47.63,78.3,35.24,0.749
Equal,CCD-O,Continuous,2,beta_i^2,1,20,47.63,78.3,35.24,0.581
Equal,CCD-O,Continuous,2,beta_0,1.5,20,47.63,78.3,35.24,0.879
Equal,CCD-O,Continuous,2,beta_i,1.5,20,47.63,78.3,35.24,0.999
Equal,CCD-O,Continuous,2,beta_i_beta_j,1.5,20,47.63,78.3,35.24,0.976
Equal,CCD-O,Continuous,2,beta_i^2,1.5,20,47.63,78.3,35.24,0.9
Equal,CCD-O,Continuous,2,beta_0,2,20,47.63,78.3,35.24,0.986
Equal,CCD-O,Continuous,2,beta_i,2,20,47.63,78.3,35.24,1
Equal,CCD-O,Continuous,2,beta_i_beta_j,2,20,47.63,78.3,35.24,0.999
Equal,CCD-O,Continuous,2,beta_i^2,2,20,47.63,78.3,35.24,0.991
Equal,CCD-O,Continuous,3,beta_0,0,32,53.11,83.38,41.06,0.05
Equal,CCD-O,Continuous,3,beta_i,0,32,53.11,83.38,41.06,0.05
Equal,CCD-O,Continuous,3,beta_i_beta_j,0,32,53.11,83.38,41.06,0.05
Equal,CCD-O,Continuous,3,beta_i^2,0,32,53.11,83.38,41.06,0.05
Equal,CCD-O,Continuous,3,beta_0,0.5,32,53.11,83.38,41.06,0.215
Equal,CCD-O,Continuous,3,beta_i,0.5,32,53.11,83.38,41.06,0.623
Equal,CCD-O,Continuous,3,beta_i_beta_j,0.5,32,53.11,83.38,41.06,0.481
Equal,CCD-O,Continuous,3,beta_i^2,0.5,32,53.11,83.38,41.06,0.354
Equal,CCD-O,Continuous,3,beta_0,1,32,53.11,83.38,41.06,0.646
Equal,CCD-O,Continuous,3,beta_i,1,32,53.11,83.38,41.06,0.995
Equal,CCD-O,Continuous,3,beta_i_beta_j,1,32,53.11,83.38,41.06,0.969
Equal,CCD-O,Continuous,3,beta_i^2,1,32,53.11,83.38,41.06,0.886
Equal,CCD-O,Continuous,3,beta_0,1.5,32,53.11,83.38,41.06,0.938
Equal,CCD-O,Continuous,3,beta_i,1.5,32,53.11,83.38,41.06,1
Equal,CCD-O,Continuous,3,beta_i_beta_j,1.5,32,53.11,83.38,41.06,1
Equal,CCD-O,Continuous,3,beta_i^2,1.5,32,53.11,83.38,41.06,0.997
Equal,CCD-O,Continuous,3,beta_0,2,32,53.11,83.38,41.06,0.997
Equal,CCD-O,Continuous,3,beta_i,2,32,53.11,83.38,41.06,1
Equal,CCD-O,Continuous,3,beta_i_beta_j,2,32,53.11,83.38,41.06,1
Equal,CCD-O,Continuous,3,beta_i^2,2,32,53.11,83.38,41.06,1
Equal,CCD-O,Continuous,4,beta_0,0,56,60.89,86.74,50.03,0.05
Equal,CCD-O,Continuous,4,beta_i,0,56,60.89,86.74,50.03,0.05
Equal,CCD-O,Continuous,4,beta_i_beta_j,0,56,60.89,86.74,50.03,0.05
Equal,CCD-O,Continuous,4,beta_i^2,0,56,60.89,86.74,50.03,0.05
Equal,CCD-O,Continuous,4,beta_0,0.5,56,60.89,86.74,50.03,0.329
Equal,CCD-O,Continuous,4,beta_i,0.5,56,60.89,86.74,50.03,0.888
Equal,CCD-O,Continuous,4,beta_i_beta_j,0.5,56,60.89,86.74,50.03,0.789
Equal,CCD-O,Continuous,4,beta_i^2,0.5,56,60.89,86.74,50.03,0.713
Equal,CCD-O,Continuous,4,beta_0,1,56,60.89,86.74,50.03,0.859
Equal,CCD-O,Continuous,4,beta_i,1,56,60.89,86.74,50.03,1
Equal,CCD-O,Continuous,4,beta_i_beta_j,1,56,60.89,86.74,50.03,1
Equal,CCD-O,Continuous,4,beta_i^2,1,56,60.89,86.74,50.03,0.999
Equal,CCD-O,Continuous,4,beta_0,1.5,56,60.89,86.74,50.03,0.995
Equal,CCD-O,Continuous,4,beta_i,1.5,56,60.89,86.74,50.03,1
Equal,CCD-O,Continuous,4,beta_i_beta_j,1.5,56,60.89,86.74,50.03,1
Equal,CCD-O,Continuous,4,beta_i^2,1.5,56,60.89,86.74,50.03,1
Equal,CCD-O,Continuous,4,beta_0,2,56,60.89,86.74,50.03,1
Equal,CCD-O,Continuous,4,beta_i,2,56,60.89,86.74,50.03,1
Equal,CCD-O,Continuous,4,beta_i_beta_j,2,56,60.89,86.74,50.03,1
Equal,CCD-O,Continuous,4,beta_i^2,2,56,60.89,86.74,50.03,1
Equal,CCD-O,Continuous,5,beta_0,0,84,60.08,81.58,50.47,0.05
Equal,CCD-O,Continuous,5,beta_i,0,84,60.08,81.58,50.47,0.05
Equal,CCD-O,Continuous,5,beta_i_beta_j,0,84,60.08,81.58,50.47,0.05
Equal,CCD-O,Continuous,5,beta_i^2,0,84,60.08,81.58,50.47,0.05
Equal,CCD-O,Continuous,5,beta_0,0.5,84,60.08,81.58,50.47,0.4
Equal,CCD-O,Continuous,5,beta_i,0.5,84,60.08,81.58,50.47,0.975
Equal,CCD-O,Continuous,5,beta_i_beta_j,0.5,84,60.08,81.58,50.47,0.927
Equal,CCD-O,Continuous,5,beta_i^2,0.5,84,60.08,81.58,50.47,0.876
Equal,CCD-O,Continuous,5,beta_0,1,84,60.08,81.58,50.47,0.927
Equal,CCD-O,Continuous,5,beta_i,1,84,60.08,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_i_beta_j,1,84,60.08,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_i^2,1,84,60.08,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_0,1.5,84,60.08,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_i,1.5,84,60.08,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_i_beta_j,1.5,84,60.08,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_i^2,1.5,84,60.08,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_0,2,84,60.08,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_i,2,84,60.08,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_i_beta_j,2,84,60.08,81.58,50.47,1
Equal,CCD-O,Continuous,5,beta_i^2,2,84,60.08,81.58,50.47,1
Equal,CCD-R,Continuous,2,beta_0,0,20,63.49,96,41.74,0.05
Equal,CCD-R,Continuous,2,beta_i,0,20,63.49,96,41.74,0.05
Equal,CCD-R,Continuous,2,beta_i_beta_j,0,20,63.49,96,41.74,0.05
Equal,CCD-R,Continuous,2,beta_i^2,0,20,63.49,96,41.74,0.05
Equal,CCD-R,Continuous,2,beta_0,0.5,20,63.49,96,41.74,0.086
Equal,CCD-R,Continuous,2,beta_i,0.5,20,63.49,96,41.74,0.195
Equal,CCD-R,Continuous,2,beta_i_beta_j,0.5,20,63.49,96,41.74,0.122
Equal,CCD-R,Continuous,2,beta_i^2,0.5,20,63.49,96,41.74,0.133
Equal,CCD-R,Continuous,2,beta_0,1,20,63.49,96,41.74,0.195
Equal,CCD-R,Continuous,2,beta_i,1,20,63.49,96,41.74,0.572
Equal,CCD-R,Continuous,2,beta_i_beta_j,1,20,63.49,96,41.74,0.336
Equal,CCD-R,Continuous,2,beta_i^2,1,20,63.49,96,41.74,0.374
Equal,CCD-R,Continuous,2,beta_0,1.5,20,63.49,96,41.74,0.369
Equal,CCD-R,Continuous,2,beta_i,1.5,20,63.49,96,41.74,0.88
Equal,CCD-R,Continuous,2,beta_i_beta_j,1.5,20,63.49,96,41.74,0.619
Equal,CCD-R,Continuous,2,beta_i^2,1.5,20,63.49,96,41.74,0.674
Equal,CCD-R,Continuous,2,beta_0,2,20,63.49,96,41.74,0.572
Equal,CCD-R,Continuous,2,beta_i,2,20,63.49,96,41.74,0.984
Equal,CCD-R,Continuous,2,beta_i_beta_j,2,20,63.49,96,41.74,0.843
Equal,CCD-R,Continuous,2,beta_i^2,2,20,63.49,96,41.74,0.885
Equal,CCD-R,Continuous,3,beta_0,0,32,68.99,93.28,44.15,0.05
Equal,CCD-R,Continuous,3,beta_i,0,32,68.99,93.28,44.15,0.05
Equal,CCD-R,Continuous,3,beta_i_beta_j,0,32,68.99,93.28,44.15,0.05
Equal,CCD-R,Continuous,3,beta_i^2,0,32,68.99,93.28,44.15,0.05
Equal,CCD-R,Continuous,3,beta_0,0.5,32,68.99,93.28,44.15,0.16
Equal,CCD-R,Continuous,3,beta_i,0.5,32,68.99,93.28,44.15,0.705
Equal,CCD-R,Continuous,3,beta_i_beta_j,0.5,32,68.99,93.28,44.15,0.481
Equal,CCD-R,Continuous,3,beta_i^2,0.5,32,68.99,93.28,44.15,0.539
Equal,CCD-R,Continuous,3,beta_0,1,32,68.99,93.28,44.15,0.483
Equal,CCD-R,Continuous,3,beta_i,1,32,68.99,93.28,44.15,0.999
Equal,CCD-R,Continuous,3,beta_i_beta_j,1,32,68.99,93.28,44.15,0.969
Equal,CCD-R,Continuous,3,beta_i^2,1,32,68.99,93.28,44.15,0.999
Equal,CCD-R,Continuous,3,beta_0,1.5,32,68.99,93.28,44.15,0.82
Equal,CCD-R,Continuous,3,beta_i,1.5,32,68.99,93.28,44.15,1
Equal,CCD-R,Continuous,3,beta_i_beta_j,1.5,32,68.99,93.28,44.15,1
Equal,CCD-R,Continuous,3,beta_i^2,1.5,32,68.99,93.28,44.15,1
Equal,CCD-R,Continuous,3,beta_0,2,32,68.99,93.28,44.15,0.969
Equal,CCD-R,Continuous,3,beta_i,2,32,68.99,93.28,44.15,1
Equal,CCD-R,Continuous,3,beta_i_beta_j,2,32,68.99,93.28,44.15,1
Equal,CCD-R,Continuous,3,beta_i^2,2,32,68.99,93.28,44.15,1
Equal,CCD-R,Continuous,4,beta_0,0,56,74.14,91.83,55.9,0.05
Equal,CCD-R,Continuous,4,beta_i,0,56,74.14,91.83,55.9,0.05
Equal,CCD-R,Continuous,4,beta_i_beta_j,0,56,74.14,91.83,55.9,0.05
Equal,CCD-R,Continuous,4,beta_i^2,0,56,74.14,91.83,55.9,0.05
Equal,CCD-R,Continuous,4,beta_0,0.5,56,74.14,91.83,55.9,0.282
Equal,CCD-R,Continuous,4,beta_i,0.5,56,74.14,91.83,55.9,0.992
Equal,CCD-R,Continuous,4,beta_i_beta_j,0.5,56,74.14,91.83,55.9,0.789
Equal,CCD-R,Continuous,4,beta_i^2,0.5,56,74.14,91.83,55.9,0.922
Equal,CCD-R,Continuous,4,beta_0,1,56,74.14,91.83,55.9,0.789
Equal,CCD-R,Continuous,4,beta_i,1,56,74.14,91.83,55.9,1
Equal,CCD-R,Continuous,4,beta_i_beta_j,1,56,74.14,91.83,55.9,1
Equal,CCD-R,Continuous,4,beta_i^2,1,56,74.14,91.83,55.9,1
Equal,CCD-R,Continuous,4,beta_0,1.5,56,74.14,91.83,55.9,0.985
Equal,CCD-R,Continuous,4,beta_i,1.5,56,74.14,91.83,55.9,1
Equal,CCD-R,Continuous,4,beta_i_beta_j,1.5,56,74.14,91.83,55.9,1
Equal,CCD-R,Continuous,4,beta_i^2,1.5,56,74.14,91.83,55.9,1
Equal,CCD-R,Continuous,4,beta_0,2,56,74.14,91.83,55.9,1
Equal,CCD-R,Continuous,4,beta_i,2,56,74.14,91.83,55.9,1
Equal,CCD-R,Continuous,4,beta_i_beta_j,2,56,74.14,91.83,55.9,1
Equal,CCD-R,Continuous,4,beta_i^2,2,56,74.14,91.83,55.9,1
Equal,CCD-R,Continuous,5,beta_0,0,84,71.82,85.21,49.83,0.05
Equal,CCD-R,Continuous,5,beta_i,0,84,71.82,85.21,49.83,0.05
Equal,CCD-R,Continuous,5,beta_i_beta_j,0,84,71.82,85.21,49.83,0.05
Equal,CCD-R,Continuous,5,beta_i^2,0,84,71.82,85.21,49.83,0.05
Equal,CCD-R,Continuous,5,beta_0,0.5,84,71.82,85.21,49.83,0.252
Equal,CCD-R,Continuous,5,beta_i,0.5,84,71.82,85.21,49.83,0.987
Equal,CCD-R,Continuous,5,beta_i_beta_j,0.5,84,71.82,85.21,49.83,0.927
Equal,CCD-R,Continuous,5,beta_i^2,0.5,84,71.82,85.21,49.83,0.976
Equal,CCD-R,Continuous,5,beta_0,1,84,71.82,85.21,49.83,0.732
Equal,CCD-R,Continuous,5,beta_i,1,84,71.82,85.21,49.83,1
Equal,CCD-R,Continuous,5,beta_i_beta_j,1,84,71.82,85.21,49.83,1
Equal,CCD-R,Continuous,5,beta_i^2,1,84,71.82,85.21,49.83,1
Equal,CCD-R,Continuous,5,beta_0,1.5,84,71.82,85.21,49.83,0.972
Equal,CCD-R,Continuous,5,beta_i,1.5,84,71.82,85.21,49.83,1
Equal,CCD-R,Continuous,5,beta_i_beta_j,1.5,84,71.82,85.21,49.83,1
Equal,CCD-R,Continuous,5,beta_i^2,1.5,84,71.82,85.21,49.83,1
Equal,CCD-R,Continuous,5,beta_0,2,84,71.82,85.21,49.83,1
Equal,CCD-R,Continuous,5,beta_i,2,84,71.82,85.21,49.83,1
Equal,CCD-R,Continuous,5,beta_i_beta_j,2,84,71.82,85.21,49.83,1
Equal,CCD-R,Continuous,5,beta_i^2,2,84,71.82,85.21,49.83,1
Equal,BBD,Continuous,3,beta_0,0,32,35.35,45.45,29.41,0.05
Equal,BBD,Continuous,3,beta_i,0,32,35.35,45.45,29.41,0.05
Equal,BBD,Continuous,3,beta_i_beta_j,0,32,35.35,45.45,29.41,0.05
Equal,BBD,Continuous,3,beta_i^2,0,32,35.35,45.45,29.41,0.05
Equal,BBD,Continuous,3,beta_0,0.5,32,35.35,45.45,29.41,0.272
Equal,BBD,Continuous,3,beta_i,0.5,32,35.35,45.45,29.41,0.481
Equal,BBD,Continuous,3,beta_i_beta_j,0.5,32,35.35,45.45,29.41,0.272
Equal,BBD,Continuous,3,beta_i^2,0.5,32,35.35,45.45,29.41,0.272
Equal,BBD,Continuous,3,beta_0,1,32,35.35,45.45,29.41,0.771
Equal,BBD,Continuous,3,beta_i,1,32,35.35,45.45,29.41,0.969
Equal,BBD,Continuous,3,beta_i_beta_j,1,32,35.35,45.45,29.41,0.771
Equal,BBD,Continuous,3,beta_i^2,1,32,35.35,45.45,29.41,0.771
Equal,BBD,Continuous,3,beta_0,1.5,32,35.35,45.45,29.41,0.982
Equal,BBD,Continuous,3,beta_i,1.5,32,35.35,45.45,29.41,1
Equal,BBD,Continuous,3,beta_i_beta_j,1.5,32,35.35,45.45,29.41,0.982
Equal,BBD,Continuous,3,beta_i^2,1.5,32,35.35,45.45,29.41,0.982
Equal,BBD,Continuous,3,beta_0,2,32,35.35,45.45,29.41,1
Equal,BBD,Continuous,3,beta_i,2,32,35.35,45.45,29.41,1
Equal,BBD,Continuous,3,beta_i_beta_j,2,32,35.35,45.45,29.41,1
Equal,BBD,Continuous,3,beta_i^2,2,32,35.35,45.45,29.41,1
Equal,BBD,Continuous,4,beta_0,0,56,24.79,23.81,19.48,0.05
Equal,BBD,Continuous,4,beta_i,0,56,24.79,23.81,19.48,0.05
Equal,BBD,Continuous,4,beta_i_beta_j,0,56,24.79,23.81,19.48,0.05
Equal,BBD,Continuous,4,beta_i^2,0,56,24.79,23.81,19.48,0.05
Equal,BBD,Continuous,4,beta_0,0.5,56,24.79,23.81,19.48,0.282
Equal,BBD,Continuous,4,beta_i,0.5,56,24.79,23.81,19.48,0.667
Equal,BBD,Continuous,4,beta_i_beta_j,0.5,56,24.79,23.81,19.48,0.282
Equal,BBD,Continuous,4,beta_i^2,0.5,56,24.79,23.81,19.48,0.394
Equal,BBD,Continuous,4,beta_0,1,56,24.79,23.81,19.48,0.789
Equal,BBD,Continuous,4,beta_i,1,56,24.79,23.81,19.48,0.998
Equal,BBD,Continuous,4,beta_i_beta_j,1,56,24.79,23.81,19.48,0.789
Equal,BBD,Continuous,4,beta_i^2,1,56,24.79,23.81,19.48,0.922
Equal,BBD,Continuous,4,beta_0,1.5,56,24.79,23.81,19.48,0.985
Equal,BBD,Continuous,4,beta_i,1.5,56,24.79,23.81,19.48,1
Equal,BBD,Continuous,4,beta_i_beta_j,1.5,56,24.79,23.81,19.48,0.985
Equal,BBD,Continuous,4,beta_i^2,1.5,56,24.79,23.81,19.48,0.999
Equal,BBD,Continuous,4,beta_0,2,56,24.79,23.81,19.48,1
Equal,BBD,Continuous,4,beta_i,2,56,24.79,23.81,19.48,1
Equal,BBD,Continuous,4,beta_i_beta_j,2,56,24.79,23.81,19.48,1
Equal,BBD,Continuous,4,beta_i^2,2,56,24.79,23.81,19.48,1
Equal,BBD,Continuous,5,beta_0,0,84,17.44,12.21,11.62,0.05
Equal,BBD,Continuous,5,beta_i,0,84,17.44,12.21,11.62,0.05
Equal,BBD,Continuous,5,beta_i_beta_j,0,84,17.44,12.21,11.62,0.05
Equal,BBD,Continuous,5,beta_i^2,0,84,17.44,12.21,11.62,0.05
Equal,BBD,Continuous,5,beta_0,0.5,84,17.44,12.21,11.62,0.166
Equal,BBD,Continuous,5,beta_i,0.5,84,17.44,12.21,11.62,0.795
Equal,BBD,Continuous,5,beta_i_beta_j,0.5,84,17.44,12.21,11.62,0.286
Equal,BBD,Continuous,5,beta_i^2,0.5,84,17.44,12.21,11.62,0.347
Equal,BBD,Continuous,5,beta_0,1,84,17.44,12.21,11.62,0.504
Equal,BBD,Continuous,5,beta_i,1,84,17.44,12.21,11.62,1
Equal,BBD,Continuous,5,beta_i_beta_j,1,84,17.44,12.21,11.62,0.795
Equal,BBD,Continuous,5,beta_i^2,1,84,17.44,12.21,11.62,0.879
Equal,BBD,Continuous,5,beta_0,1.5,84,17.44,12.21,11.62,0.84
Equal,BBD,Continuous,5,beta_i,1.5,84,17.44,12.21,11.62,1
Equal,BBD,Continuous,5,beta_i_beta_j,1.5,84,17.44,12.21,11.62,0.987
Equal,BBD,Continuous,5,beta_i^2,1.5,84,17.44,12.21,11.62,0.997
Equal,BBD,Continuous,5,beta_0,2,84,17.44,12.21,11.62,0.976
Equal,BBD,Continuous,5,beta_i,2,84,17.44,12.21,11.62,1
Equal,BBD,Continuous,5,beta_i_beta_j,2,84,17.44,12.21,11.62,1
Equal,BBD,Continuous,5,beta_i^2,2,84,17.44,12.21,11.62,1
Recommended,D Optimal,Continuous,2,beta_0,0.25,12,46.58,64.59,27.18,0.06
Recommended,D Optimal,Continuous,2,beta_i,0.25,12,46.58,64.59,27.18,0.095
Recommended,D Optimal,Continuous,2,beta_i_beta_j,0.25,12,46.58,64.59,27.18,0.085
Recommended,D Optimal,Continuous,2,beta_i^2,0.25,12,46.58,64.59,27.18,0.061
Recommended,D Optimal,Continuous,2,beta_0,0.75,12,46.58,64.59,27.18,0.14
Recommended,D Optimal,Continuous,2,beta_i,0.75,12,46.58,64.59,27.18,0.453
Recommended,D Optimal,Continuous,2,beta_i_beta_j,0.75,12,46.58,64.59,27.18,0.367
Recommended,D Optimal,Continuous,2,beta_i^2,0.75,12,46.58,64.59,27.18,0.155
Recommended,I Optimal,Continuous,2,beta_0,0.25,12,40.82,63.16,32.43,0.075
Recommended,I Optimal,Continuous,2,beta_i,0.25,12,40.82,63.16,32.43,0.082
Recommended,I Optimal,Continuous,2,beta_i_beta_j,0.25,12,40.82,63.16,32.43,0.071
Recommended,I Optimal,Continuous,2,beta_i^2,0.25,12,40.82,63.16,32.43,0.064
Recommended,I Optimal,Continuous,2,beta_0,0.75,12,40.82,63.16,32.43,0.284
Recommended,I Optimal,Continuous,2,beta_i,0.75,12,40.82,63.16,32.43,0.34
Recommended,I Optimal,Continuous,2,beta_i_beta_j,0.75,12,40.82,63.16,32.43,0.245
Recommended,I Optimal,Continuous,2,beta_i^2,0.75,12,40.82,63.16,32.43,0.179
Recommended,A Optimal,Continuous,2,beta_0,0.25,12,42.06,62.49,32.76,0.07
Recommended,A Optimal,Continuous,2,beta_i,0.25,12,42.06,62.49,32.76,0.082
Recommended,A Optimal,Continuous,2,beta_i_beta_j,0.25,12,42.06,62.49,32.76,0.071
Recommended,A Optimal,Continuous,2,beta_i^2,0.25,12,42.06,62.49,32.76,0.065
Recommended,A Optimal,Continuous,2,beta_0,0.75,12,42.06,62.49,32.76,0.24
Recommended,A Optimal,Continuous,2,beta_i,0.75,12,42.06,62.49,32.76,0.34
Recommended,A Optimal,Continuous,2,beta_i_beta_j,0.75,12,42.06,62.49,32.76,0.245
Recommended,A Optimal,Continuous,2,beta_i^2,0.75,12,42.06,62.49,32.76,0.19
Recommended,Alias Optimal,Continuous,2,beta_0,0.25,12,46.57,65.33,27.12,0.06
Recommended,Alias Optimal,Continuous,2,beta_i,0.25,12,46.57,65.33,27.12,0.095
Recommended,Alias Optimal,Continuous,2,beta_i_beta_j,0.25,12,46.57,65.33,27.12,0.085
Recommended,Alias Optimal,Continuous,2,beta_i^2,0.25,12,46.57,65.33,27.12,0.062
Recommended,Alias Optimal,Continuous,2,beta_0,0.75,12,46.57,65.33,27.12,0.139
Recommended,Alias Optimal,Continuous,2,beta_i,0.75,12,46.57,65.33,27.12,0.455
Recommended,Alias Optimal,Continuous,2,beta_i_beta_j,0.75,12,46.57,65.33,27.12,0.368
Recommended,Alias Optimal,Continuous,2,beta_i^2,0.75,12,46.57,65.33,27.12,0.157
Recommended,CCD-R,Continuous,2,beta_0,0.25,10,63.49,96,41.74,0.059
Recommended,CCD-R,Continuous,2,beta_i,0.25,10,63.49,96,41.74,0.086
Recommended,CCD-R,Continuous,2,beta_i_beta_j,0.25,10,63.49,96,41.74,0.07
Recommended,CCD-R,Continuous,2,beta_i^2,0.25,10,63.49,96,41.74,0.068
Recommended,CCD-R,Continuous,2,beta_0,0.75,10,63.49,96,41.74,0.131
Recommended,CCD-R,Continuous,2,beta_i,0.75,10,63.49,96,41.74,0.369
Recommended,CCD-R,Continuous,2,beta_i_beta_j,0.75,10,63.49,96,41.74,0.213
Recommended,CCD-R,Continuous,2,beta_i^2,0.75,10,63.49,96,41.74,0.236
Recommended,CCD-O,Continuous,2,beta_0,0.25,10,47.63,78.31,35.24,0.061
